#  
#   VizieR Astronomical Server: vizier.u-strasbg.fr 	2003-08-05T12:27:17
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#   
#Coosys	J2000:	eq_FK5 2000 
#INFO	Ref=Vxml771

#RESOURCE=8004   
#Name: VIII/4   
#Title:	Fourth Cambridge Survey (4C) (Pilkington+ 1965; Gower+ 1967)   
#Table	VIII_4_radio4c:      
#Name: VIII/4/radio4c     
#Title:	Fourth Cambridge Radio Survey Data          
#Coosys	B1950:	eq_FK4 1950           
#Column	_RAJ2000	(A10)	       Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	_DEJ2000	(A8)	       Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	4C	(A8)	       The 4C number        (link)          
#Column	FluxDen	(F7)	       Flux density (1.0E-26 W/m2/Hz) at 178 MHz          
#Column	ErrClas1	(I2)	       Position and flux error class (in number)          
#Column	GLON	(F5)	       Galactic longitude, System II.          
#Column	GLAT	(F5)	       Galactic latitude, System II.          
#Column	ErrClas2	(A3)	       Position & flux error class (character form)          
#Column	com	(A8)	       Remarks          
#Column	recno	(I8)	       Record number within the original table (starting from 1)        (link)     

_RAJ2000	_DEJ2000	4C	FluxDen	ErrClas1	GLON	GLAT	ErrClas2	com	recno
11 56 40.6	+14 19.9	+14.45  	    3.1	 1	255.3	 71.9	a  	        	    1680
12 14 26.4	+14 03.2	+14.46  	    3.7	 1	267.7	 74.3	a  	        	    1681
12 45 35.2	+14 22.1	+14.47  	    2.3	 2	296.5	 77.2	b  	        	    1682
13 31 14.6	+13 48.2	+14.48  	    2.8	 1	339.8	 73.8	a  	        	    1683
13 44 24.2	+14 09.2	+14.49  	    6.8	 1	349.2	 72.1	a  	        	    1684
13 49 55.3	+14 08.6	+14.50  	    2.3	 1	352.3	 71.2	a  	        	    1685
14 10 59.5	+13 58.2	+14.51  	    3.7	 1	  1.6	 67.3	a  	        	    1686
14 19 44.6	+13 59.9	+14.52  	    3.2	 2	  4.8	 65.6	b  	        	    1687
14 42 25.9	+14 39.5	+14.53  	    2.5	 1	 12.8	 61.3	a  	        	    1688
14 44 26.4	+13 57.4	+14.54  	    2.5	 1	 12.1	 60.6	a  	        	    1689
14 51 38.4	+14 13.2	+14.55  	    2.2	 2	 14.3	 59.2	b  	        	    1690
14 58 05.5	+14 22.2	+14.56  	    2.4	 2	 16.0	 57.9	b  	        	    1691
15 00 23.4	+14 32.1	+14.57  	    2.7	 1	 16.7	 57.5	a  	        	    1692
15 09 15.6	+14 10.1	+14.58  	    2.5	 1	 18.0	 55.4	a  	        	    1693
15 35 21.9	+13 55.7	+14.59  	    2.5	 2	 22.3	 49.6	b  	        	    1694
15 40 48.6	+14 46.7	+14.60  	    3.6	 1	 24.3	 48.8	a  	        	    1695
16 03 06.7	+14 43.8	+14.61  	    2.3	 1	 27.4	 43.9	a  	        	    1696
16 15 01.4	+14 43.5	+14.62  	    2.8	 1	 29.0	 41.2	a  	        	    1697
16 19 11.4	+14 30.6	+14.63  	    3.7	 1	 29.2	 40.2	a  	        	    1698
16 22 34.0	+14 11.2	+14.64  	    3.1	 2	 29.3	 39.3	b  	        	    1699
16 24 06.2	+14 00.4	+14.65  	    2.8	21	 29.3	 38.9	be 	        	    1700
16 28 39.2	+14 38.3	+14.66  	    8.5	 1	 30.6	 38.1	a  	        	    1701
16 30 18.0	+14 43.4	+14.67  	    2.8	 2	 30.9	 37.8	b  	        	    1702
17 00 39.7	+14 47.8	+14.68  	    7.8	 1	 34.4	 31.1	a  	        	    1703
17 49 08.0	+14 24.8	+14.69  	    2.2	 1	 39.2	 20.2	a  	        	    1704
19 22 47.4	+14 11.9	+14.70  	    6.1	21	 49.1	 -0.3	be 	        	    1705
19 45 54.4	+14 39.1	+14.71  	    2.3	 2	 52.2	 -5.0	b  	        	    1706
19 53 55.1	+15 04.0	+14.72  	    3.4	 1	 53.6	 -6.5	a  	        	    1707
20 03 20.6	+14 08.5	+14.73  	    3.4	 2	 53.9	 -8.9	b  	        	    1708
20 07 24.1	+14 29.7	+14.74  	    2.1	 1	 54.7	 -9.6	a  	        	    1709
20 29 59.4	+14 39.9	+14.75  	    2.5	 2	 57.9	-14.1	b  	        	    1710
20 51 47.8	+15 09.8	+14.76  	    4.0	 1	 61.4	-18.1	a  	        	    1711
21 08 45.1	+14 21.2	+14.77  	    2.4	 1	 63.4	-21.9	a  	        	    1712
21 40 48.0	+14 40.7	+14.78  	    3.9	 1	 69.1	-27.7	a  	        	    1713
21 43 07.7	+14 16.9	+14.79  	    2.3	 1	 69.2	-28.4	a  	        	    1714
21 50 48.4	+14 35.8	+14.80  	    9.6	 1	 70.9	-29.5	a  	3C437.1*	    1715
21 54 34.9	+14 41.2	+14.81  	    6.3	 1	 71.7	-30.1	a  	        	    1716
22 50 26.0	+14 19.6	+14.82  	    4.0	 1	 83.9	-39.2	a  	        	    1717
22 55 49.7	+14 34.2	+14.83  	    2.5	 1	 85.5	-39.7	a  	        	    1718
23 06 12.6	+14 43.2	+14.84  	    2.1	 1	 88.3	-41.0	a  	        	    1719
23 57 19.0	+14 47.6	+14.85  	    4.9	 1	103.9	-46.1	a  	        	    1720
00 05 59.7	+16 07.7	+15.01  	    4.3	 1	107.3	-45.4	a  	        	    1721
00 20 25.5	+15 41.4	+15.02  	   16.3	 1	112.1	-46.5	a  	3C9     	    1722
00 23 35.9	+15 46.8	+15.03  	    2.1	 1	113.2	-46.6	a  	        	    1723
01 16 04.5	+15 39.9	+15.04  	    3.0	 2	131.6	-46.8	b  	        	    1724
02 04 50.9	+15 15.3	+15.05  	    5.2	 1	147.9	-44.0	a  	        	    1725
02 10 14.8	+15 32.1	+15.06  	    3.7	 1	149.4	-43.2	a  	        	    1726
02 37 05.1	+15 55.4	+15.07  	    3.9	 2	156.8	-39.9	b  	        	    1727
02 40 14.8	+15 37.9	+15.08  	    3.2	 1	157.9	-39.7	a  	        	    1728
02 51 47.8	+15 49.0	+15.09  	    3.2	 1	160.7	-38.1	a  	        	    1729
03 12 19.2	+15 31.3	+15.10  	    2.0	 1	165.9	-35.3	a  	        	    1730
03 45 16.9	+15 28.7	+15.11  	    2.5	 1	172.9	-30.1	a  	        	    1731
04 04 32.4	+16 05.9	+15.12  	    3.9	 1	176.0	-26.3	a  	        	    1732
04 20 21.1	+15 14.6	+15.13  	    7.1	 1	179.5	-24.0	a  	        	    1733
04 29 19.3	+15 54.3	+15.14  	    2.8	 2	180.4	-21.9	b  	        	    1734
04 45 21.5	+15 11.6	+15.15  	    3.0	 1	183.5	-19.2	a  	        	    1735
05 28 58.6	+15 19.1	+15.16  	    6.8	 1	189.6	-10.5	a  	        	    1736
05 58 19.8	+15 29.4	+15.17  	    5.0	 1	193.1	 -4.3	a  	        	    1737
06 51 00.4	+15 19.5	+15.18  	    2.9	 1	199.2	  6.8	a  	        	    1738
07 24 25.8	+15 19.5	+15.19  	    4.1	 1	202.7	 14.1	a  	3C177*  	    1739
07 30 36.1	+15 16.8	+15.20  	    5.5	 1	203.4	 15.4	a  	        	    1740
07 41 36.5	+15 38.9	+15.21  	    3.1	 2	204.2	 18.0	b  	        	    1741
08 08 54.1	+15 07.2	+15.22  	    2.0	 1	207.5	 23.8	a  	        	    1742
08 25 13.0	+14 56.4	+15.23  	    4.2	 1	209.4	 27.4	a  	        	    1743
08 33 19.4	+15 13.5	+15.24  	    2.6	 2	210.0	 29.3	b  	        	    1744
08 43 54.5	+15 47.7	+15.25  	    3.0	22	210.5	 31.9	bl 	        	    1745
08 46 05.5	+14 59.8	+15.26  	    4.0	 1	211.6	 32.0	a  	        	    1746
08 55 56.9	+15 10.7	+15.27  	    2.2	 2	212.5	 34.3	b  	        	    1747
08 58 22.4	+15 42.2	+15.28  	    3.0	 1	212.2	 35.0	a  	        	    1748
09 04 11.8	+15 23.2	+15.29  	    2.1	 2	213.3	 36.2	b  	        	    1749
09 07 59.4	+14 49.1	+15.30  	    2.6	 1	214.3	 36.8	a  	        	    1750
09 17 41.3	+15 46.0	+15.31  	    2.8	 1	214.4	 39.4	a  	        	    1751
10 28 20.5	+15 11.9	+15.32  	    4.3	 1	225.3	 54.7	a  	        	    1752
10 41 43.5	+15 06.1	+15.33  	    2.7	 1	228.0	 57.6	a  	        	    1753
10 46 37.1	+15 39.1	+15.34  	    6.0	21	228.1	 58.9	be 	        	    1754
10 48 00.1	+15 10.9	+15.35  	    2.2	21	229.2	 59.0	be 	        	    1755
11 00 38.9	+15 24.8	+15.36  	    3.1	 1	231.7	 61.7	a  	        	    1756
11 41 08.9	+14 59.2	+15.37  	    3.0	 1	246.0	 69.6	a  	        	    1757
12 00 33.5	+14 44.0	+15.38  	    2.1	 1	256.7	 72.9	a  	        	    1758
12 04 43.7	+15 02.5	+15.39  	    2.6	 1	258.6	 73.7	a  	        	    1759
12 53 33.7	+15 42.4	+15.40  	    9.7	 1	305.5	 78.6	a  	3C277.2 	    1760
12 57 11.5	+15 02.9	+15.41  	    3.6	 1	309.5	 77.8	a  	        	    1761
13 01 38.5	+14 47.3	+15.42  	    2.8	 1	314.3	 77.4	a  	        	    1762
13 28 35.4	+14 44.9	+15.43  	    3.5	 1	339.7	 74.9	a  	        	    1763
14 12 12.6	+15 16.9	+15.44  	    2.1	 1	  4.8	 67.8	a  	        	    1764
15 12 12.3	+15 40.1	+15.45  	    4.4	 1	 20.9	 55.4	a  	        	    1765
15 14 15.9	+15 42.1	+15.46  	    2.0	 1	 21.3	 55.0	a  	        	    1766
15 20 33.3	+15 27.3	+15.47  	    2.1	21	 22.0	 53.5	be 	        	    1767
15 29 46.3	+15 39.0	+15.48  	    2.7	 1	 23.8	 51.6	a  	        	    1768
15 33 14.2	+15 14.5	+15.49  	    3.1	 1	 23.8	 50.7	a  	        	    1769
15 41 09.1	+15 44.6	+15.50  	    3.3	 1	 25.7	 49.1	a  	        	    1770
15 48 07.2	+14 54.9	+15.51  	    2.7	 1	 25.6	 47.2	a  	        	    1771
16 01 24.7	+15 37.9	+15.52  	    3.8	 2	 28.3	 44.6	b  	        	    1772
16 02 38.7	+15 44.6	+15.53  	    3.5	22	 28.7	 44.4	bl 	        	    1773
16 07 06.6	+15 43.0	+15.54  	    2.0	 1	 29.2	 43.4	a  	        	    1774
16 25 13.9	+15 47.4	+15.55  	    5.2	 1	 31.5	 39.4	a  	        	    1775
16 37 49.0	+15 47.4	+15.56  	    6.5	 1	 33.0	 36.6	a  	        	    1776
16 38 30.9	+14 54.9	+15.57  	    2.2	 2	 32.1	 36.1	b  	        	    1777
16 42 32.6	+15 25.8	+15.58  	    2.8	21	 33.1	 35.4	be 	        	    1778
17 31 58.2	+15 00.2	+15.59  	    2.1	 1	 38.0	 24.2	a  	        	    1779
18 12 24.2	+15 32.0	+15.60  	    2.8	 1	 42.7	 15.5	a  	        	    1780
18 35 51.4	+15 15.1	+15.61  	    4.4	 1	 44.9	 10.3	a  	        	    1781
18 57 10.6	+15 57.6	+15.62  	    3.2	 1	 47.8	  6.0	a  	        	    1782
19 04 51.0	+15 18.9	+15.63  	    5.0	 1	 48.1	  4.0	a  	        	    1783
19 16 20.8	+15 30.5	+15.64  	    3.8	22	 49.5	  1.7	bl 	        	    1784
19 22 35.2	+15 34.0	+15.65  	    3.1	 2	 50.3	  0.4	b  	        	    1785
19 30 51.5	+15 31.1	+15.66  	    2.3	 1	 51.2	 -1.4	a  	        	    1786
19 39 55.0	+15 26.0	+15.67  	    3.3	 1	 52.2	 -3.4	a  	        	    1787
20 05 46.8	+15 53.6	+15.68  	    4.4	 2	 55.7	 -8.5	b  	*       	    1788
20 21 13.9	+15 42.0	+15.69  	    2.1	21	 57.6	-11.8	be 	        	    1789
20 26 54.6	+15 37.1	+15.70  	    7.7	 1	 58.3	-12.9	a  	        	    1790
20 37 41.9	+16 04.4	+15.71  	    2.5	22	 60.2	-14.8	bl 	        	    1791
21 14 34.1	+16 03.4	+15.72  	    2.6	 1	 65.7	-22.0	a  	        	    1792
21 23 15.8	+15 48.0	+15.73  	    4.8	 1	 67.0	-23.7	a  	3C434   	    1793
21 38 03.3	+15 53.7	+15.74  	    2.4	 1	 69.6	-26.4	a  	        	    1794
21 47 24.6	+15 21.6	+15.75  	   10.4	 1	 70.9	-28.4	a  	3C437   	    1795
22 53 57.2	+16 10.0	+15.76  	   12.7	 1	 86.1	-38.2	a  	3C454.3 	    1796
23 06 31.0	+15 58.9	+15.77  	    2.2	 1	 89.3	-39.9	a  	        	    1797
23 18 04.5	+15 49.2	+15.78  	    2.6	 1	 92.4	-41.4	a  	        	    1798
23 37 05.3	+15 17.1	+15.79  	    2.5	21	 97.7	-43.9	be 	        	    1799
23 56 57.1	+16 06.1	+15.80  	    2.8	 2	104.3	-44.8	b  	        	    1800
00 17 43.2	+16 50.7	+16.01  	    2.4	 1	111.4	-45.3	a  	        	    1801
00 53 47.4	+16 52.2	+16.02  	    4.0	 1	123.7	-46.0	a  	        	    1802
01 39 03.0	+16 59.6	+16.03  	    2.8	 1	139.0	-44.4	a  	        	    1803
01 52 59.8	+16 39.2	+16.04  	    2.6	 1	143.5	-43.7	a  	        	    1804
02 09 42.0	+17 02.9	+16.05  	    2.4	 1	148.4	-41.9	a  	        	    1805
03 03 15.1	+16 26.3	+16.06  	    8.2	 1	163.1	-36.0	a  	3C76.1  	    1806
03 10 00.3	+17 05.7	+16.07  	   24.8	 1	164.2	-34.5	a  	3C79    	    1807
03 16 19.0	+16 55.0	+16.08  	    2.0	 1	165.7	-33.7	a  	        	    1808
03 18 57.2	+16 29.7	+16.09  	    7.1	 1	166.6	-33.6	a  	        	    1809
03 21 35.6	+16 29.2	+16.10  	    2.6	 1	167.2	-33.2	a  	        	    1810
04 42 57.8	+16 52.8	+16.11  	    2.5	 1	181.8	-18.7	a  	        	    1811
05 21 09.8	+16 38.4	+16.12  	   18.7	 1	196.1	-16.7	a  	3C138   	    1812
05 44 42.9	+16 49.6	+16.13  	    2.7	 1	190.3	 -6.5	a  	        	    1813
05 51 19.1	+16 37.2	+16.14  	    4.0	 1	191.3	 -5.2	a  	        	    1814
06 09 32.7	+16 19.8	+16.15  	    3.4	 1	193.7	 -1.5	a  	        	    1815
06 17 20.1	+16 40.4	+16.16  	    2.5	 1	194.3	  0.3	a  	        	    1816
06 29 12.1	+16 43.5	+16.17  	    2.1	 1	195.5	  2.8	a  	        	    1817
06 32 47.3	+16 11.7	+16.18  	    3.0	 2	196.4	  3.3	b  	        	    1818
06 49 37.1	+16 31.5	+16.19  	    2.5	 1	197.9	  7.1	a  	        	    1819
06 58 22.6	+16 46.5	+16.20  	    2.8	 1	198.6	  9.1	a  	        	    1820
07 24 50.5	+16 02.8	+16.21  	    4.7	 1	202.1	 14.5	a  	3C177*  	    1821
07 39 24.2	+16 34.5	+16.22  	    2.7	 1	203.1	 17.9	a  	        	    1822
07 48 57.1	+16 08.4	+16.23  	    2.3	 1	204.5	 19.8	a  	        	    1823
07 51 05.2	+16 22.6	+16.24  	    2.5	 2	204.4	 20.4	b  	        	    1824
08 22 34.8	+16 48.5	+16.25  	    4.2	 1	207.2	 27.5	a  	        	    1825
09 06 31.3	+16 45.9	+16.26  	    9.9	 1	211.9	 37.2	a  	3C215   	    1826
09 12 03.2	+16 16.2	+16.27  	    6.4	 1	213.1	 38.3	a  	        	    1827
09 57 27.6	+16 05.9	+16.28  	    3.2	 1	219.1	 48.3	a  	        	    1828
10 17 05.3	+16 41.6	+16.29  	    2.1	 1	221.1	 52.9	a  	        	    1829
11 07 14.2	+16 28.0	+16.30  	    3.9	 1	231.4	 63.6	a  	        	    1830
11 24 33.6	+16 17.4	+16.31  	    2.0	 2	236.8	 67.1	b  	*       	    1831
12 23 50.2	+16 10.0	+16.32  	    2.3	 1	271.3	 77.3	a  	        	    1832
12 36 30.3	+16 32.6	+16.33  	    7.0	 1	284.1	 78.9	a  	        	    1833
12 43 57.1	+16 22.1	+16.34  	   15.6	 1	293.4	 79.1	a  	3C275.1 	    1834
13 15 49.5	+16 15.9	+16.35  	    2.0	 1	331.7	 77.8	a  	        	    1835
13 37 56.7	+16 36.8	+16.36  	    2.0	22	351.0	 75.0	bl 	        	    1836
13 50 58.0	+15 51.2	+16.37  	    3.1	 1	356.7	 72.2	a  	        	    1837
13 54 39.5	+16 11.4	+16.38  	    7.6	 1	359.4	 71.7	a  	3C293.1 	    1838
14 02 44.0	+15 58.5	+16.39  	    2.2	 1	  2.6	 70.1	a  	        	    1839
14 33 27.3	+16 06.9	+16.40  	    2.1	 1	 13.2	 63.9	a  	        	    1840
14 45 02.5	+16 45.7	+16.41  	    2.2	 2	 17.3	 61.8	b  	        	    1841
14 48 12.3	+16 33.8	+16.42  	    2.0	 2	 17.6	 61.0	b  	        	    1842
14 56 04.9	+16 26.7	+16.43  	    6.8	 1	 19.1	 59.3	a  	        	    1843
15 07 09.5	+16 06.3	+16.44  	    2.6	 1	 20.7	 56.7	a  	        	    1844
15 25 34.0	+15 51.4	+16.45  	    2.5	 1	 23.5	 52.6	a  	        	    1845
15 59 53.4	+16 18.1	+16.46  	    3.1	 1	 29.0	 45.2	a  	        	    1846
16 51 05.4	+16 47.3	+16.47  	    4.2	 1	 35.6	 34.0	a  	        	    1847
17 27 34.9	+16 41.5	+16.48  	    2.6	 1	 39.3	 25.8	a  	        	    1848
17 34 42.8	+15 59.0	+16.49  	   10.5	 1	 39.3	 24.0	a  	        	    1849
17 38 56.4	+16 07.7	+16.50  	    2.0	 1	 39.9	 23.1	a  	        	    1850
17 41 25.8	+16 12.1	+16.51  	    3.0	 2	 40.2	 22.6	b  	        	    1851
17 42 23.5	+16 09.0	+16.52  	    2.9	 1	 40.2	 22.4	a  	        	    1852
17 45 02.9	+16 37.7	+16.53  	    3.4	 1	 41.0	 22.0	a  	        	    1853
17 48 28.7	+16 44.3	+16.54  	    3.0	 2	 41.4	 21.3	b  	        	    1854
17 57 42.6	+16 32.4	+16.55  	    3.9	 1	 42.2	 19.1	a  	        	    1855
18 09 36.4	+16 34.9	+16.56  	    2.3	22	 43.4	 16.6	bl 	        	    1856
18 22 35.1	+16 25.7	+16.57  	    3.4	 2	 44.6	 13.7	b  	        	    1857
18 25 20.8	+16 17.4	+16.58  	    2.6	 1	 44.8	 13.0	a  	        	    1858
18 31 01.6	+16 22.2	+16.59  	    2.0	 1	 45.4	 11.8	a  	        	    1859
18 51 55.8	+16 57.3	+16.60  	    2.1	 1	 48.2	  7.5	a  	        	    1860
19 05 46.9	+16 35.8	+16.61  	    3.0	 1	 49.3	  4.4	a  	        	    1861
19 08 59.8	+16 36.6	+16.62  	    2.8	 1	 49.7	  3.7	a  	        	    1862
19 11 32.5	+16 14.1	+16.63  	    3.7	21	 49.6	  3.0	be 	        	    1863
19 22 02.9	+16 18.4	+16.64  	    2.3	 2	 50.9	  0.8	b  	        	    1864
19 35 45.8	+16 47.5	+16.65  	    3.2	 1	 52.9	 -1.8	a  	        	    1865
19 55 00.1	+16 29.7	+16.66  	    2.8	 2	 54.9	 -6.0	b  	*       	    1866
20 15 03.4	+16 33.4	+16.67  	    4.3	 1	 57.5	-10.0	a  	        	    1867
20 23 37.2	+17 00.9	+16.68  	    5.2	 1	 59.0	-11.5	a  	        	    1868
20 44 18.0	+17 05.0	+16.69  	    4.5	21	 62.0	-15.6	be 	        	    1869
20 45 00.4	+16 29.8	+16.70  	    3.1	 1	 61.6	-16.0	a  	        	    1870
20 51 25.6	+16 50.2	+16.71  	    3.7	 1	 62.8	-17.1	a  	        	    1871
21 22 45.6	+17 04.9	+16.72  	   12.5	22	 67.9	-22.8	bl 	3C432   	    1872
21 33 29.6	+16 28.7	+16.73  	    4.3	 1	 69.3	-25.2	a  	        	    1873
22 13 11.0	+16 35.4	+16.74  	    2.9	 1	 77.0	-31.8	a  	        	    1874
22 20 59.3	+16 51.8	+16.75  	    2.0	 1	 78.9	-32.8	a  	        	    1875
22 31 08.6	+16 22.8	+16.76  	    4.6	 1	 80.8	-34.8	a  	        	    1876
22 44 02.9	+16 34.3	+16.77  	    4.0	 1	 84.0	-36.5	a  	        	    1877
22 49 35.9	+17 07.6	+16.78  	    2.3	 1	 85.7	-36.8	a  	        	    1878
22 51 54.4	+17 14.9	+16.79  	    3.1	 1	 86.4	-37.0	a  	        	    1879
22 57 07.2	+16 57.7	+16.80  	    8.4	 1	 87.5	-37.9	a  	        	    1880
23 00 36.8	+16 55.4	+16.81  	    2.7	 1	 88.4	-38.4	a  	        	    1881
23 12 05.1	+16 54.2	+16.82  	    2.2	 1	 91.4	-39.8	a  	        	    1882
23 28 35.0	+17 15.2	+16.83  	    2.7	 1	 96.2	-41.3	a  	        	    1883
23 51 15.5	+16 18.5	+16.84  	    4.4	 1	102.6	-44.2	a  	        	    1884
00 03 07.0	+18 12.6	+17.01  	    2.3	 1	107.1	-43.2	a  	        	    1885
00 04 09.9	+17 18.0	+17.02  	    3.2	 1	107.1	-44.1	a  	        	    1886
00 06 05.0	+18 10.3	+17.03  	    2.6	 1	108.0	-43.4	a  	        	    1887
00 11 06.4	+17 28.3	+17.04  	    2.2	 1	109.4	-44.3	a  	        	    1888
00 17 37.9	+18 09.8	+17.05  	    5.8	 1	111.7	-44.0	a  	        	    1889
00 43 17.6	+17 31.7	+17.06  	    2.1	 1	120.2	-45.3	a  	        	    1890
00 51 46.1	+17 48.3	+17.07  	    8.6	 1	123.0	-45.1	a  	        	    1891
00 53 18.1	+17 48.8	+17.08  	    6.0	 2	123.6	-45.1	b  	        	    1892
01 11 18.6	+17 54.3	+17.09  	    2.0	22	129.6	-44.7	bl 	        	    1893
02 13 20.5	+17 20.6	+17.10  	    2.7	 1	149.3	-41.3	a  	        	    1894
02 16 33.3	+18 05.5	+17.11  	    4.0	 1	149.8	-40.3	a  	        	    1895
02 23 11.2	+17 28.9	+17.12  	    2.5	 1	152.0	-40.1	a  	        	    1896
02 31 03.8	+17 33.8	+17.13  	    3.2	 1	154.1	-39.2	a  	        	    1897
02 58 24.6	+18 02.3	+17.14  	    2.2	 1	160.8	-35.3	a  	        	    1898
03 22 22.0	+17 45.7	+17.15  	    3.3	 1	166.4	-32.1	a  	        	    1899
03 32 17.1	+17 10.3	+17.16  	    3.2	 1	168.9	-31.0	a  	        	    1900
03 42 28.1	+17 32.7	+17.17  	    2.0	 1	170.7	-29.1	a  	        	    1901
03 47 59.1	+17 48.1	+17.18  	    2.6	 1	171.6	-28.0	a  	        	    1902
03 51 13.4	+17 40.6	+17.19  	    4.2	 2	172.3	-27.5	b  	        	    1903
03 54 02.6	+17 25.0	+17.20  	    3.2	 1	173.0	-27.2	a  	        	    1904
04 05 20.4	+18 06.4	+17.21  	    2.2	 1	174.5	-24.8	a  	        	    1905
04 07 29.4	+17 42.7	+17.22  	    2.0	 1	175.2	-24.7	a  	        	    1906
04 11 40.4	+17 13.3	+17.23  	    5.5	 1	176.4	-24.3	a  	        	    1907
04 20 22.2	+17 54.0	+17.24  	    7.5	 1	177.3	-22.2	a  	3C114   	    1908
04 25 24.2	+17 54.3	+17.25  	    2.3	 1	178.1	-21.3	a  	        	    1909
04 27 56.9	+17 50.7	+17.26  	    4.5	 1	178.6	-20.9	a  	        	    1910
04 42 29.8	+17 59.6	+17.27  	    2.3	 1	180.8	-18.1	a  	        	    1911
04 47 07.2	+17 16.0	+17.28  	    2.8	 1	182.1	-17.7	a  	        	    1912
04 49 10.0	+17 40.9	+17.29  	    3.1	 1	182.0	-17.0	a  	        	    1913
04 52 50.6	+17 54.9	+17.30  	    2.1	 1	182.4	-16.2	a  	        	    1914
05 07 59.4	+17 21.6	+17.31  	    4.5	 1	185.0	-13.6	a  	        	    1915
05 17 52.2	+17 22.7	+17.32  	    2.3	 2	186.3	-11.6	b  	        	    1916
05 35 57.7	+17 56.5	+17.33  	    5.9	 2	188.2	 -7.7	b  	        	    1917
05 40 46.5	+17 28.5	+17.34  	    4.3	 1	189.2	 -6.9	a  	        	    1918
06 20 45.8	+17 07.5	+17.35  	    2.2	 1	194.3	  1.2	a  	        	    1919
06 25 08.2	+17 52.9	+17.36  	    2.3	 1	194.1	  2.5	a  	        	    1920
06 46 30.9	+17 18.4	+17.37  	    2.6	 1	196.9	  6.7	a  	        	    1921
06 59 58.5	+17 31.0	+17.38  	    2.2	 1	198.1	  9.7	a  	        	    1922
07 14 18.0	+16 55.3	+17.39  	    3.8	 1	200.2	 12.6	a  	        	    1923
07 20 28.3	+16 58.9	+17.40  	    3.9	 1	200.7	 13.9	a  	        	    1924
07 30 36.2	+17 40.3	+17.41  	    3.2	 1	201.1	 16.4	a  	        	    1925
07 41 02.2	+17 48.0	+17.42  	    2.1	 1	202.0	 18.7	a  	        	    1926
08 15 34.7	+17 44.7	+17.43  	    3.1	 1	205.5	 26.3	a  	        	    1927
08 21 43.3	+17 48.5	+17.44  	    5.8	 2	206.1	 27.7	b  	        	    1928
08 34 48.1	+17 02.6	+17.45  	    8.0	 1	208.2	 30.3	a  	        	    1929
08 58 51.2	+16 53.3	+17.46  	    3.7	 2	210.9	 35.6	b  	        	    1930
09 00 23.3	+16 50.8	+17.47  	    3.3	 2	211.2	 35.9	b  	        	    1931
09 14 04.7	+17 14.6	+17.48  	    6.7	 1	212.2	 39.1	a  	        	    1932
09 45 13.0	+16 54.7	+17.49  	    4.5	 1	216.3	 45.9	a  	        	    1933
10 33 28.0	+17 42.4	+17.50  	    2.8	 1	222.1	 56.9	a  	        	    1934
11 21 40.0	+17 03.7	+17.51  	    2.7	21	234.2	 67.0	be 	*       	    1935
11 40 16.1	+17 43.2	+17.52  	    3.4	 1	239.0	 71.1	a  	        	    1936
11 51 57.8	+17 06.7	+17.53  	    3.0	 1	245.9	 73.0	a  	        	    1937
12 15 12.8	+17 25.3	+17.54  	    2.9	22	260.3	 77.2	bl 	        	    1938
12 48 10.0	+16 46.0	+17.55  	    3.2	 1	298.6	 79.6	a  	        	    1939
13 20 21.4	+17 41.5	+17.56  	    5.4	 1	339.7	 78.4	a  	        	    1940
14 10 16.0	+17 32.4	+17.57  	    4.4	 1	  9.2	 69.4	a  	        	    1941
14 33 02.1	+17 02.3	+17.58  	    2.2	 1	 15.0	 64.5	a  	        	    1942
14 35 56.4	+17 31.5	+17.59  	    4.2	 1	 16.7	 64.1	a  	        	    1943
14 45 58.1	+17 38.4	+17.60  	    4.6	 1	 19.2	 62.0	a  	        	    1944
14 47 07.6	+17 45.1	+17.61  	    5.7	 1	 19.6	 61.8	a  	        	    1945
14 48 09.6	+17 36.4	+17.62  	    3.4	 2	 19.6	 61.5	b  	        	    1946
15 36 33.9	+17 13.5	+17.63  	    2.4	 1	 27.2	 50.7	a  	        	    1947
15 53 19.4	+17 50.9	+17.64  	    2.1	 1	 30.3	 47.2	a  	        	    1948
16 01 20.4	+17 15.3	+17.65  	    2.7	 1	 30.5	 45.2	a  	        	    1949
16 05 08.3	+17 42.2	+17.66  	    2.5	 1	 31.5	 44.5	a  	        	    1950
16 14 49.6	+17 26.8	+17.67  	    3.3	 1	 32.3	 42.3	a  	        	    1951
16 20 21.1	+17 35.8	+17.68  	   10.9	 1	 33.1	 41.1	a  	3C334   	    1952
16 25 26.2	+17 19.2	+17.69  	    2.1	 1	 33.4	 39.9	a  	        	    1953
16 43 48.3	+17 14.5	+17.70  	   11.8	 1	 35.3	 35.8	a  	3C346   	    1954
16 47 41.8	+17 21.6	+17.71  	    3.2	 1	 35.9	 34.9	a  	        	    1955
17 01 08.3	+17 03.4	+17.72  	    2.5	 1	 36.9	 31.8	a  	        	    1956
17 02 54.7	+17 55.3	+17.73  	    2.0	 1	 38.1	 31.8	a  	        	    1957
